Wavelength,Flux,BestFit,SkyFlux
6717.38,44.052,43.513,3.715
6718.929,42.881,44.902,3.642
6720.475,43.116,44.674,3.548
6722.025,42.743,44.074,3.419
6723.571,43.159,43.529,3.395
6725.118,42.758,43.098,3.393
6726.669,43.305,43.065,3.37
6728.216,43.803,43.087,3.364
6729.768,43.102,43.241,3.433
6731.316,42.2,43.802,3.477
6732.868,42.797,44.154,3.482
6734.417,42.723,42.91,3.513
6735.966,42.974,43.121,3.457
6737.519,43.764,44.68,3.409
6739.069,43.308,45.727,3.544
6740.623,43.673,45.275,3.694
6742.174,43.5,44.485,3.618
6743.729,42.565,42.918,3.837
6745.28,43.454,42.727,3.864
6746.832,42.938,43.28,3.627
6748.388,40.89,43.012,3.482
6749.94,41.962,42.112,3.289
6751.497,42.82,43.024,3.147
6753.05,43.693,43.575,3.306
6754.607,42.325,43.851,3.198
6756.161,44.384,43.932,3.266
6757.715,41.745,43.694,3.48
6759.274,43.81,43.199,3.399
6760.829,42.602,43.152,3.224
6762.388,43.426,44.614,3.327
6763.943,43.003,44.928,3.499
6765.503,42.045,44.175,3.21
6767.059,43.533,43.747,3.202
6768.616,43.915,44.422,3.279
6770.177,43.055,45.238,3.383
6771.734,43.861,44.875,3.229
6773.296,43.488,44.596,3.082
6774.854,42.714,44.915,3.117
6776.416,42.688,44.861,3.047
6777.975,41.59,43.987,3.168
6779.535,40.894,44.184,3.267
6781.098,41.648,44.934,3.103
6782.658,42.961,45.371,3.155
6784.222,43.279,45.246,3.263
6785.783,42.869,44.431,3.323
6787.348,42.972,43.241,3.396
6788.909,41.828,42.544,3.389
6790.471,40.9,41.021,3.29
6792.037,41.529,38.905,3.179
6793.599,39.778,38.117,3.069
6795.166,39.918,38.898,3.087
6796.729,41.272,40.565,3.066
6798.296,42.163,43.092,3.06
6799.86,41.285,42.943,3.072
6801.428,41.817,44.605,2.925
6802.993,44.29,45.713,2.928
6804.558,44.411,45.021,3.111
6806.127,43.541,44.699,3.19
6807.693,44.164,46.066,2.924
6809.263,43.04,44.747,3.14
6810.829,44.1,44.678,3.003
6812.4,44.764,45.334,3.058
6813.967,44.945,45.517,3.174
6815.534,42.584,45.14,3.142
6817.106,43.601,44.38,3.068
6818.674,43.09,43.934,3.101
6820.247,43.111,44.945,3.231
6821.816,42.997,45.781,3.032
6823.389,44.392,45.282,2.944
6824.958,43.075,44.503,3.173
6826.528,43.244,45.244,4.84
6828.103,44.252,43.612,9.517
6829.673,43.208,44.548,15.782
6831.248,43.374,45.056,17.224
6832.82,44.914,44.581,14.202
6834.396,45.592,45.352,14.558
6835.968,44.648,46.013,16.123
6837.54,44.51,45.78,12.169
6839.117,45.046,46.22,6.106
6840.69,47.146,47.901,4.647
6842.268,54.77,51.749,6.14
6843.842,69.687,60.895,6.409
6845.42,94.165,79.399,5.007
6846.995,112.648,101.113,3.431
6848.57,117.104,109.033,3.1
6850.149,113.076,99.218,3.456
6851.725,91.509,78.218,3.89
6853.305,70.211,58.818,3.783
6854.882,57.002,53.107,3.443
6856.462,67.136,56.98,3.19
6858.04,117.359,82.112,3.154
6859.617,246.725,162.49,3.272
6861.199,398.545,298.309,3.942
6862.778,496.891,429.614,9.54
6864.36,513.317,455.801,23.055
6865.939,479.265,352.644,27.306
6867.523,349.429,208.34,16.178
6869.102,172.495,104.056,5.896
6870.683,72.895,59.702,6.074
6872.267,49.114,49.76,7.495
6873.848,45.915,47.461,6.411
6875.433,48.508,48.75,3.991
6877.015,51.23,50.505,3.067
6878.601,63.815,56.941,3.233
6880.183,106.724,77.332,4.364
6881.766,182.695,121.912,5.737
6883.353,245.157,188.497,5.967
6884.936,278.14,232.997,4.836
6886.524,268.782,220.05,4.011
6888.108,218.512,165.066,5.042
6889.697,137.783,103.573,7.53
6891.281,74.221,64.978,8.428
6892.867,50.728,52.531,6.232
6894.456,45.618,46.276,4.225
6896.042,42.595,44.521,3.679
6897.633,41.957,44.857,3.553
6899.219,43.731,44.997,4.28
6900.81,45.119,44.904,6.872
6902.398,44.886,46.1,9.151
6903.986,43.765,46.485,7.805
6905.578,44.256,46.272,4.492
6907.166,44.551,45.881,3.326
6908.759,43.009,45.573,3.291
6910.349,43.592,45.351,3.705
6911.942,42.579,45.02,6.307
6913.532,43.348,45.193,10.037
6915.123,42.612,45.305,9.888
6916.717,43.972,45.503,5.864
6918.308,46.076,45.776,3.064
6919.904,44.003,46.277,3.59
6921.496,43.464,47.403,4.644
6923.092,45.36,45.963,11.778
6924.684,43.131,45.418,17.526
6926.281,43.56,45.692,13.944
6927.875,43.112,45.453,5.672
6929.468,44.32,44.822,3.659
6931.066,42.295,45.556,3.222
6932.661,41.799,45.884,3.166
6934.259,41.866,45.324,3.008
6935.855,41.693,44.865,2.916
6937.454,43.758,44.569,3.394
6939.05,42.048,44.32,6.323
6940.646,42.988,45.24,9.417
6942.247,43.588,45.356,8.765
6943.844,43.212,45.393,4.972
6945.445,43.12,45.164,3.355
6947.043,42.764,45.048,4.335
6948.645,42.815,45.307,10.857
6950.243,45.17,44.907,16.698
6951.842,44.361,46.052,14.871
6953.445,45.772,46.16,7.602
6955.045,44.967,45.324,4.014
6956.649,43.333,44.805,3.814
6958.249,42.702,44.957,3.861
6959.854,42.935,44.774,3.757
6961.455,43.134,45.331,3.636
6963.056,42.323,44.657,3.578
6964.662,41.99,44.424,3.643
6966.264,43.795,44.802,3.756
6967.871,43.844,44.519,4.239
6969.473,43.689,44.257,5.764
6971.081,42.231,43.658,7.534
6972.684,42.587,43.887,7.017
6974.288,45.158,45.098,4.845
6975.897,45.047,45.457,4.074
6977.501,46.039,44.399,6.679
6979.11,46.939,45.486,11.346
6980.716,47.459,46.192,12.172
6982.326,46.591,46.699,7.867
6983.932,47.007,46.693,4.146
6985.539,48.903,45.958,3.67
6987.149,46.997,45.157,3.795
6988.757,47.063,45.423,3.626
6990.368,44.492,45.346,3.56
6991.977,42.957,44.909,3.515
6993.589,43.826,45.337,3.525
6995.198,44.474,45.746,3.45
6996.807,45.874,45.042,3.599
6998.42,45.22,45.512,3.74
7000.03,45.075,46.364,3.845
7001.645,44.663,45.261,3.868
7003.255,43.952,45.079,4.516
7004.87,43.434,45.13,5.4
7006.482,42.146,43.765,5.1
7008.094,43.711,45.094,3.855
7009.71,45.064,44.372,3.467
7011.322,43.432,44.051,5.648
7012.939,45.179,44.605,7.535
7014.552,45.125,45.52,6.295
7016.17,45.47,46.89,3.646
7017.784,49.763,49.834,2.795
7019.398,61.326,56.201,2.955
7021.017,87.762,74.87,3.019
7022.632,104.756,100.221,3.033
7024.252,113.185,115.82,2.977
7025.867,116.069,108.354,2.969
7027.488,102.483,84.7,3.052
7029.104,71.436,64.112,3.011
7030.721,49.938,52.346,3.35
7032.343,49.392,48.505,3.483
7033.96,55.314,51.851,3.357
7035.582,72.797,63.275,3.215
7037.201,92.516,82.078,3.154
7038.824,101.358,98.213,3.073
7040.443,101.942,98.624,3.435
7042.066,94.627,82.687,4.084
7043.686,74.023,62.172,4.154
7045.307,55.686,50.484,3.975
7046.931,45.956,47.481,5.118
7048.553,44.772,45.371,7.057
7050.178,44.886,44.583,7.623
7051.8,43.395,44.734,6.569
7053.426,42.845,45.143,5.385
7055.049,42.23,45.091,4.761
7056.672,42.611,43.584,4.112
7058.299,43.1,42.592,3.682
7059.923,43.381,42.663,3.446
7061.551,42.839,43.297,3.543
7063.175,43.659,43.866,3.982
7064.804,44.071,44.356,4.35
7066.429,44.435,45.307,4.557
7068.055,44.342,45.146,4.485
7069.685,45.171,45.104,4.527
7071.311,44.936,45.038,4.458
7072.942,43.907,44.961,4.331
7074.569,43.197,44.657,4.421
7076.2,42.706,42.973,4.348
7077.828,43.469,43.287,4.085
7079.456,43.189,43.307,4.213
7081.089,42.945,43.306,4.435
7082.718,44.894,44.159,4.644
7084.351,45.161,45.239,4.863
7085.981,43.14,44.745,4.542
7087.615,43.201,44.693,4.52
7089.245,43.705,45.415,5.009
7090.876,43.606,44.969,5.494
7092.511,44.27,43.837,4.742
7094.143,43.854,43.537,3.892
7095.779,44.058,42.681,3.675
7097.411,42.721,43.094,3.35
7099.048,42.811,43.781,3.336
7100.681,43.138,44.203,3.385
7102.314,43.479,44.495,3.269
7103.952,42.724,44.392,3.246
7105.587,43.926,43.16,3.178
7107.225,43.639,44.195,3.264
7108.86,43.376,45.065,3.346
7110.499,44.063,44.156,3.282
7112.135,43.151,43.24,3.453
7113.771,45.402,44.299,3.307
7115.412,45.654,44.746,3.141
7117.049,44.174,43.451,3.182
7118.69,43.985,45.386,3.331
7120.327,44.876,45.229,3.172
7121.969,45.008,43.059,3.185
7123.608,44.377,43.672,3.278
7125.246,45.554,44.364,3.129
7126.89,42.98,44.368,3.599
7128.529,44.864,45.148,4.062
7130.173,43.22,45.009,3.986
7131.813,43.564,44.073,3.783
7133.458,44.661,44.09,4.037
7135.099,44.24,44.587,4.247
7136.74,45.623,45.66,3.662
7138.386,45.526,45.961,3.193
7140.028,42.413,45.741,3.372
7141.675,43.735,45.06,3.641
7143.318,44.198,44.198,4.882
7144.965,44.182,44.684,5.55
7146.608,44.651,44.117,5.736
7148.253,44.369,44.37,5.218
7149.901,44.958,44.307,4.574
7151.546,42.925,43.389,3.979
7153.195,43.025,42.809,3.571
7154.84,43.233,43.132,3.231
7156.49,43.361,42.248,3.342
7158.137,43.784,43.09,3.632
7159.783,44.573,44.643,3.72
7161.434,42.824,45.043,3.92
7163.082,44.261,44.484,4.029
7164.734,43.501,45.052,4.158
7166.382,41.489,44.657,4.122
7168.034,42.806,44.325,3.863
7169.683,41.041,43.486,4
7171.337,41.231,43.234,3.986
7172.987,42.979,44.309,3.942
7174.637,39.017,43.269,3.788
7176.291,41.526,43.218,4.123
7177.942,42.282,44.294,4.043
7179.597,39.602,44.772,3.849
7181.249,41.068,45.077,3.919
7182.905,43.115,45.994,3.752
7184.557,44.751,44.894,3.474
7186.21,42.711,43.569,3.308
7187.867,40.38,44.249,2.803
7189.521,44.618,44.574,2.892
7191.179,43.387,43.653,3.047
7192.833,44.262,43.376,2.998
7194.492,42.733,44.769,2.804
7196.147,42.655,44.989,2.838
7197.802,41.72,43.845,2.898
7199.462,44.575,44.056,2.984
7201.118,44.425,45.532,2.965
7202.779,43.772,45.999,3.144
7204.436,45.828,45.851,3.068
7206.097,44.627,46.281,2.664
7207.755,45.027,45.269,2.806
7209.413,43.971,45.034,2.775
7211.075,44.922,46.065,2.812
7212.734,43.493,46.318,2.604
7214.398,42.914,45.629,2.75
7216.057,44.566,46.256,2.883
7217.721,44.679,45.905,2.731
7219.382,42.923,44.909,2.8
7221.043,45.317,45.036,2.995
7222.708,43.442,46.404,3.66
7224.369,45.351,46.056,4.023
7226.035,45.006,45.723,3.862
7227.697,46.087,45.303,3.655
7229.364,44.166,44.577,3.701
7231.027,44.016,44.021,3.864
7232.691,44.317,44.433,3.856
7234.359,46.347,45.575,4.575
7236.023,43.331,45.126,4.568
7237.691,45.632,44.884,6.953
7239.357,43.596,44.861,20.026
7241.026,45.735,44.622,37.226
7242.692,46.932,44.633,38.995
7244.358,46.282,45.56,32.784
7246.028,43.861,44.414,39.699
7247.695,44.655,44.064,35.807
7249.367,41.403,44.757,15.991
7251.034,42.996,45.209,6.835
7252.706,42.831,44.428,8.135
7254.375,41.804,43.175,10.797
7256.044,43.17,44.99,10.564
7257.717,43.125,45.21,7.27
7259.387,45.433,44.453,5.055
7261.061,41.698,44.41,3.78
7262.731,44.275,44.468,3.904
7264.406,44.155,43,3.992
7266.077,44.699,44.117,4.135
7267.748,44.585,43.93,4.627
7269.424,43.507,44.388,5.525
7271.097,44.273,44.914,5.902
7272.773,47.15,43.43,5.315
7274.447,43.805,44.034,8.797
7276.124,47.163,45.033,35.972
7277.798,45.587,44.783,57.989
7279.472,45.123,45.227,44.463
7281.151,45.271,45.828,11.993
7282.826,41.971,44.818,7.589
7284.505,47.179,44.813,17.709
7286.181,44.775,45.312,23.926
7287.861,45.489,45.354,17.925
7289.538,44.338,45.66,6.503
7291.215,45.013,46.068,4.519
7292.896,44.194,45.553,4.777
7294.574,44.094,44.436,4.746
7296.256,42.961,43.727,7.985
7297.934,42.819,43.552,9.633
7299.617,44.064,44.462,6.534
7301.296,44.227,45.405,3.724
7302.98,43.499,45.128,7.203
7304.66,42.841,45.305,14.524
7306.341,43.219,45.434,14.425
7308.025,44.841,45.923,7.444
7309.707,43.315,45.258,4.077
7311.392,43.01,44.148,4.696
7313.074,46.147,44.739,5.177
7314.761,43.484,45.996,8.695
7316.443,46.267,46.256,30.992
7318.126,43.487,44.586,43.802
7319.814,45.188,44.072,29.282
7321.498,44.834,44.22,5.698
7323.186,43.557,42.949,3.264
7324.871,45.204,43.704,3.196
7326.56,44.997,43.439,3.651
7328.245,46.244,43.6,8.102
7329.931,45.282,45.013,18.618
7331.622,44.698,45.669,20.312
7333.308,46.926,44.578,10.649
7334.999,45.338,45.855,4.018
7336.687,45.289,44.043,3.755
7338.379,43.53,43.402,4.701
7340.067,44.89,43.477,17.383
7341.755,46.355,43.548,46.085
7343.448,45.383,44.358,46.826
7345.138,45.025,45.321,19.368
7346.831,43.501,45.621,4.898
7348.522,45.324,44.935,4.535
7350.216,44.143,44.967,4.338
7351.907,44.273,45.496,4.702
7353.598,44.031,45.066,5.339
7355.294,46.587,44.811,4.859
7356.986,45.333,44.896,6.03
7358.683,45.445,45.859,13.346
7360.375,45.974,45.67,19.405
7362.073,44.494,44.973,14.336
7363.766,44.553,45.963,5.636
7365.46,46.007,46.815,4.476
7367.159,46.711,47.047,6.502
7368.854,46.572,46.917,17.97
7370.553,48.998,46.371,35.031
7372.248,46.063,46.016,31.581
7373.948,45.386,46.101,12.467
7375.645,44.365,45.113,4.777
7377.342,44.475,45.341,4.233
7379.043,43.337,44.226,3.826
7380.74,42.294,43.955,3.833
7382.442,43.853,44.219,3.722
7384.141,42.691,43.037,3.549
7385.843,43.959,43.592,3.701
7387.543,45.192,44.323,3.553
7389.242,43.368,45.308,3.944
7390.946,43.126,45.143,6.343
7392.646,43.646,43.813,11.805
7394.351,44.639,43.435,13.968
7396.052,44.167,45.278,8.982
7397.758,44.369,44.77,4.157
7399.459,43.35,44.936,4.606
7401.162,43.858,45.457,12.222
7402.868,44.426,45.684,23.59
7404.571,42.399,45.687,22.557
7406.279,43.522,44.58,10.78
7407.983,43.195,44.162,3.851
7409.691,42.022,43.07,3.185
7411.395,43.01,42.062,3.204
7413.1,42.145,41.622,3.753
7414.81,42.521,41.2,4.026
7416.516,41.051,40.905,3.967
7418.226,41.609,41.781,3.694
7419.932,40.808,42.396,3.466
7421.643,42.064,42.005,3.32
7423.351,42.092,41.935,3.35
7425.059,41.135,42.781,3.262
7426.771,41.971,41.434,3.043
7428.479,40.941,42.405,4.326
7430.192,41.73,43.203,7.75
7431.902,44.874,43.037,8.89
7433.615,42.63,42.149,6.012
7435.325,41.935,41.069,3.771
7437.04,42.325,41.062,5.393
7438.751,42.518,42.05,11.763
7440.462,43.088,43.245,15.11
7442.178,44.361,42.451,9.438
7443.89,42.034,41.063,4.434
7445.607,39.504,41.645,3.223
7447.319,40.82,41.469,3.049
7449.037,40.467,42.667,2.961
7450.75,43.191,42.98,2.971
7452.464,41.163,41.663,2.993
7454.183,40.187,40.426,3.192
7455.898,41.156,40.904,3.159
7457.617,41.973,41.434,3.221
7459.333,44.36,42.296,3.41
7461.053,43.314,44.312,3.636
7462.769,47.135,46.071,4.345
7464.486,46.594,46.335,5.003
7466.207,45.194,45.337,5.868
7467.925,44.261,44.204,6.573
7469.647,42.343,42.795,6.552
7471.365,41.896,41.985,7.439
7473.088,43.114,41.062,10.891
7474.807,40.873,40.76,12.45
7476.527,41.843,41.882,9.03
7478.251,43.363,41.603,6.664
7479.971,42.668,42.06,10.065
7481.696,41.489,42.815,12.307
7483.417,42.765,42.825,12.789
7485.143,42.744,42.357,11.863
7486.865,41.476,42.489,9.397
7488.587,43.036,42.911,4.772
7490.314,40.395,42.071,3.992
7492.037,40.492,40.362,3.815
7493.765,41.288,40.16,4.892
7495.489,41.846,42.203,5.762
7497.217,41.732,44.065,4.843
7498.942,41.716,42.794,3.476
7500.667,42.976,44.307,3.555
7502.397,42.987,43.967,3.65
7504.123,42.656,42.776,3.406
7505.853,43.106,42.872,3.162
7507.58,42.075,43.377,3.197
7509.311,41.813,41.683,3.15
7511.039,43.649,41.429,3.112
7512.767,43.015,42.278,2.976
7514.499,41.662,41.848,3.084
7516.228,41.033,40.745,4
7517.961,41.31,41.013,5.292
7519.69,40.868,40.819,5.812
7521.424,40.998,41.394,5.793
7523.155,42.288,42.536,13.386
7524.885,42.407,42.595,26.507
7526.621,41.992,41.799,26.462
7528.352,41.3,41.976,12.62
7530.088,43.128,42.89,8.04
7531.82,42.508,41.867,10.097
7533.557,40.42,41.399,9.228
7535.29,41.81,41.467,4.98
7537.024,40.952,41.581,3.746
7538.762,41.645,41.947,4.085
7540.496,41.468,42.411,4.865
7542.235,43.233,42.988,5.326
7543.97,43.332,43.027,4.368
7545.71,41.782,42.437,3.601
7547.446,40.371,42.332,3.358
7549.182,42.064,43.067,3.326
7550.923,41.782,42.154,3.307
7552.66,42.151,42.715,3.438
7554.401,40.671,42.15,3.688
7556.139,42.033,42.037,4.18
7557.882,41.585,42.47,6.634
7559.62,42.708,42.261,8.253
7561.359,44.024,44.035,6.086
7563.103,43.311,43.777,3.667
7564.843,44.567,43.897,3.288
7566.587,42.801,43.981,3.87
7568.328,44.071,43.726,4.959
7570.073,44.908,43.94,7.041
7571.815,44.558,44.161,14.473
7573.561,44.021,44.42,21.119
7575.303,44.127,44.043,16.353
7577.046,43.425,43.178,7.27
7578.793,42.383,43.048,3.99
7580.537,43.346,43.977,3.259
7582.285,42.476,43.418,3.173
7584.029,42.405,43.625,3.538
7585.778,42.006,42.805,5.933
7587.523,43.682,43.378,8.843
7589.268,43.748,44.632,7.822
7591.018,44.129,43.567,4.523
7592.765,42.866,43.209,3.4
7594.516,41.193,43.477,3.285
7596.263,43.676,43.862,4.242
7598.014,42.637,43.576,11.23
7599.762,41.385,42.78,20.756
7601.511,43.869,42.89,20.003
7603.264,46.455,44.921,10.136
7605.013,43.755,45.267,6.823
7606.766,45.107,43.683,6.994
7608.516,41.206,43.395,6.918
7610.271,44.938,43.965,7.045
7612.021,41.537,43.286,6.985
7613.773,42.543,44.818,6.338
7615.528,41.704,43.822,4.969
7617.28,41.162,43.88,5.95
7619.037,40.793,43.96,8.866
7620.79,45.151,43.134,9.076
7622.547,45.01,42.835,8.019
7624.3,46.294,43.34,7.363
7626.054,45.883,41.861,7.412
7627.813,42.548,42.302,9.906
7629.568,46.76,43.518,17.471
7631.327,44.815,43.771,17.715
7633.083,42.612,43.653,9.808
7634.843,45.383,44.29,5.212
7636.599,43.395,43.975,4.427
7638.356,43.303,44.82,4.165
7640.117,41.623,45.006,4.333
7641.875,42.206,43.616,4.649
7643.637,44.139,42.974,4.663
7645.396,43.367,44.866,4.505
7647.159,43.583,42.876,4.025
7648.918,44.883,44.167,3.922
7650.677,46.512,45.534,4.185
7652.442,46.424,44.943,4.956
7654.202,45.562,45.394,6.25
7655.967,46.506,46.49,6.101
7657.728,46.451,46.274,4.331
7659.494,44.36,46.28,3.449
7661.256,44.021,45.524,4.754
7663.019,44.649,44.603,8.335
7664.786,45.356,45.521,9.149
7666.549,46.013,46.567,5.613
7668.317,43.097,45.551,3.227
7670.081,45.7,44.968,2.833
7671.85,44.739,45.559,3.119
7673.615,45.665,46.203,3.031
7675.38,45.774,45.739,2.963
7677.15,44.815,45.006,2.742
7678.916,45.024,45.16,2.662
7680.687,43.989,44.344,3.243
7682.454,45.123,43.552,3.906
7684.225,40.774,43.836,4.32
7685.993,42.573,44.575,4.455
7687.761,43.292,44.452,4.974
7689.534,43.704,43.574,5.217
7691.303,43.257,42.821,5.19
7693.077,43.583,43.158,5.264
7694.846,43.071,43.901,5.161
7696.621,42.13,43.58,4.533
7698.391,44.083,42.941,5.395
7700.162,44.158,43.009,7.574
7701.938,42.97,43.815,7.52
7703.71,43.933,44.397,5.105
7705.486,44.284,44.545,3.565
7707.259,44.681,44.954,3.129
7709.036,46.472,45.704,3.27
7710.81,44.994,45.896,7.846
7712.588,49.528,46.758,30.172
7714.362,47.908,47.387,47.921
7716.137,49.147,47.54,49.661
7717.916,46.295,47.879,56.206
7719.691,45.223,47.348,48.253
7721.472,44.432,46.082,19.072
7723.248,43.648,43.876,7.724
7725.029,45.845,42.747,12.112
7726.806,44.36,43.254,17.16
7728.584,44.353,44.026,14.232
7730.366,45.551,44.631,7.528
7732.144,42.322,43.706,4.415
7733.927,45.74,43.885,4.499
7735.706,43.031,45.417,5.88
7737.49,44.95,46.226,6.514
7739.27,44.026,45.239,5.31
7741.051,43.378,45.492,4.314
7742.836,43.767,44.567,4.315
7744.617,45.475,43.923,3.871
7746.403,44.849,44.65,4.271
7748.185,43.687,45.07,8.228
7749.972,46.508,43.875,32.668
7751.754,47.708,44.798,65.438
7753.538,43.283,43.104,58.194
7755.326,45.774,44.122,20.257
7757.11,45.437,43.775,6.497
7758.899,43.23,41.817,10.59
7760.683,43.839,43.294,23.67
7762.473,42.902,44.96,25.64
7764.259,44.894,44.115,11.406
7766.045,44.66,44.126,3.565
7767.836,45.475,44.724,3.463
7769.623,44.84,45.007,3.61
7771.414,43.61,45.055,4.357
7773.202,45.587,44.508,8.235
7774.995,45.902,45.146,12.164
7776.783,42.97,45.656,9.566
7778.572,44.574,44.965,5.617
7780.366,46.343,44.59,11.118
7782.156,46.552,45.534,17.584
7783.951,43.6,43.404,13.451
7785.741,44.094,42.318,6.137
7787.537,43.762,44.392,5.144
7789.328,43.998,45.524,5.579
7791.12,44.737,44.798,7.296
7792.917,46.5,45.254,18.242
7794.709,49.255,45.854,43.338
7796.507,43.781,46.051,50.377
7798.3,44.46,46.045,23.131
7800.099,44.779,46.091,5.958
7801.893,44.352,45.628,3.745
7803.688,45.833,44.521,3.474
7805.487,45.844,45.059,3.632
7807.283,45.451,45.967,7.285
7809.083,48.047,46.171,21.693
7810.88,46.965,45.294,25.033
7812.681,44.545,44.351,12.754
7814.478,44.191,44.54,5.673
7816.276,43.082,44.708,5.806
7818.078,44.926,44.726,6.365
7819.877,47.298,43.842,13.485
7821.68,49.126,43.803,42.653
7823.48,46.705,44.791,62.849
7825.284,42.053,44.835,38.778
7827.084,43.638,44.055,9.115
7828.884,44.256,45.576,4.826
7830.69,43.328,45.891,4.854
7832.491,44.711,44.113,4.069
7834.297,44.094,42.647,3.774
7836.1,42.881,43.591,3.742
7837.907,44.946,44.154,3.5
7839.71,45.439,43.443,5.854
7841.513,45.042,44.101,16.949
7843.321,44.83,44.718,23.067
7845.126,44.361,44.848,13.03
7846.935,46.105,45.649,4.187
7848.74,45.331,45.36,5.276
7850.55,45.641,45.542,10.459
7852.356,46.612,44.715,24.548
7854.167,49.406,43.849,59.723
7855.974,46.421,44.096,62.162
7857.781,43.531,44.626,28.129
7859.593,45.749,43.747,15.335
7861.401,45.549,46.245,24.726
7863.214,45.05,46.609,23.133
7865.023,45.987,45.919,11.352
7866.836,43.903,45.756,6.881
7868.646,43.842,45.093,12.973
7870.456,45.457,44.682,23.61
7872.271,44.586,45.936,29.226
7874.082,45.042,44.953,20.082
7875.898,43.849,44.404,7.543
7877.71,46.444,45.198,7.392
7879.526,47.72,45.14,16.541
7881.339,43.629,46.338,22.703
7883.152,45.689,46.28,19.567
7884.97,45.564,45.529,13.582
7886.784,46.141,45.359,8.096
7888.603,47.403,44.936,12.223
7890.417,46.378,43.83,31.746
7892.237,46.27,46.108,36.801
7894.052,45.652,44.669,20.402
7895.868,45.635,45.838,7.315
7897.689,44.677,46.48,5.798
7899.506,44.853,45.563,5.144
7901.328,46.548,46.402,4.25
7903.145,44.84,45.201,4.019
7904.968,44.224,44.306,4.45
7906.786,44.169,45.618,4.798
7908.605,45.904,45.659,4.857
7910.429,44.247,44.256,6.533
7912.249,42.91,44.655,18.575
7914.073,46.909,44.535,60.218
7915.894,45.766,44.173,75.703
7917.719,47.051,44.603,36.695
7919.541,44.395,45.257,13.622
7921.363,45.736,45.775,28.83
7923.189,45.237,46.013,36.472
7925.012,44.648,44.831,20.839
7926.84,43.563,45.822,6.571
7928.663,44.139,45.669,5.837
7930.491,45.032,44.894,12.369
7932.316,44.139,44.2,24.305
7934.141,44.533,43.067,23.51
7935.97,45.872,43.089,11.465
7937.796,44.515,44.3,4.626
7939.626,42.941,43.854,4.001
7941.453,43.978,42.782,4.018
7943.284,45.094,42.772,4.3
7945.111,43.29,43.524,5.031
7946.939,44.622,43.417,6.14
7948.772,44.572,43.841,11.189
7950.6,44.546,43.788,18.578
7952.434,45.486,44.283,14.82
7954.263,43.683,44.119,6.015
7956.097,42.855,42.145,3.568
7957.928,44.265,44.179,2.946
7959.758,42.813,43.718,3.043
7961.594,41.071,43.284,3.974
7963.425,41.724,43.295,14.973
7965.262,44.268,42.346,41.826
7967.094,44.297,41.215,50.996
7968.931,41.807,44.194,27.813
7970.765,42.577,43.173,9.775
7972.598,42.069,42.709,5.622
7974.437,44.49,43.506,4.168
7976.271,43.388,43.494,6.253
7978.111,44.044,41.9,12.083
7979.946,43.813,41.125,24.34
7981.786,43.313,42.552,25.742
7983.622,42.273,43.986,13.625
7985.459,43.151,44.192,4.203
7987.3,45.025,42.501,4.058
7989.138,43.871,40.427,5.028
7990.98,43.629,43.29,8.019
7992.818,47.139,44.395,27.22
7994.662,46.499,42.925,57.202
7996.501,40.574,42.503,48.584
7998.345,44.975,43.298,17.548
8000.185,42.437,42.26,6.47
8002.025,43.347,41.229,5.632
8003.87,43.37,41.756,5.334
8005.712,41.942,43.162,4.695
8007.558,42.383,42.253,4.004
8009.4,41.099,39.896,3.677
8011.247,42.343,39.746,3.617
8013.09,38.808,39.214,7.218
8014.933,39.873,37.911,16.696
8016.781,40.527,38.053,17.826
8018.626,40.492,39.332,9.376
8020.475,42.495,40.112,6.74
8022.32,41.851,39.825,7.24
8024.17,43.092,40.408,11.254
8026.016,44.202,41.129,29.027
8027.862,42.809,41.524,42.76
8029.713,43.544,41.666,28.247
8031.561,42.159,41.134,11.556
8033.413,40.955,39.82,6.483
8035.261,41.255,39.893,4.879
8037.114,40.312,40.667,4.351
8038.963,42.798,40.573,3.71
8040.812,40.482,40.33,3.686
8042.666,41.505,40.759,4.02
8044.516,40.187,41.269,3.64
8046.371,41.115,40.617,3.143
8048.222,39.907,39.672,3.716
8050.078,42.311,39.275,4.767
8051.93,41.91,39.677,9.426
8053.783,42.59,40.432,12.78
8055.64,40.012,40.982,9.356
8057.493,39.066,41.58,4.626
8059.351,41.243,41.313,4.128
8061.205,41.316,40.261,9.171
8063.064,40.757,40.011,20.376
8064.919,39.09,40.369,21.127
8066.774,40.619,39.336,9.651
8068.634,39.336,37.493,3.966
8070.49,40.752,38.589,3.582
8072.352,41.845,40.322,3.232
8074.209,41.922,42.08,3.164
8076.07,42.625,41.86,3.719
8077.928,42.142,38.879,4.378
8079.787,41.729,40.847,4.202
8081.65,43.116,41.074,3.553
8083.509,41.98,41.22,3.676
8085.373,42.131,42.974,4.588
8087.233,42.666,44.022,4.856
8089.098,42.542,42.327,3.868
8090.959,43.035,43.709,3.262
8092.82,42.926,42.514,4.162
8094.686,42.772,41.902,6.847
8096.549,43.752,41.883,6.858
8098.416,41.702,40.909,4.33
8100.279,41.536,39.661,3.95
8102.147,40.691,41.157,6.963
8104.01,42.412,39.828,11.475
8105.875,42.076,40.161,9.678
8107.744,42.35,41.301,5.405
8109.609,41.048,41.012,4.054
8111.479,41.92,40.297,3.65
8113.345,41.889,41.906,3.41
8115.216,40.502,41.452,3.026
